grading_model,student,run,question,score,CodeExecution_mentioned,CodeExecution_deducted,ProcessFidelity_mentioned,ProcessFidelity_deducted,OutputAccuracy_mentioned,OutputAccuracy_deducted
qwen_qwen3.6-27b,student_c,45,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,45,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,45,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,45,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,45,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,45,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,45,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,45,Q9,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,45,Q10,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_c,46,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_c,46,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,46,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,46,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,46,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,46,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,46,Q7,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_c,46,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,46,Q9,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,46,Q10,1.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_c,47,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_c,47,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,47,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,47,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,47,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,47,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,47,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,47,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,47,Q9,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,47,Q10,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_c,48,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_c,48,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,48,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,48,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,48,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,48,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,48,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,48,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,48,Q9,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,48,Q10,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,49,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_c,49,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,49,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,49,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,49,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,49,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,49,Q7,2.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_c,49,Q8,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,49,Q9,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,49,Q10,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,50,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_c,50,Q2,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,50,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_c,50,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,50,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_c,50,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_c,50,Q7,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,50,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,50,Q9,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_c,50,Q10,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,1,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,1,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,1,Q3,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_d,1,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,1,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,1,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,1,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,1,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,1,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,1,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,2,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,2,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,2,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,2,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,2,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,2,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,2,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,2,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,2,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,2,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,3,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,3,Q2,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,3,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,3,Q4,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,3,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,3,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,3,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,3,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,3,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,3,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,4,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,4,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,4,Q3,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,4,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,4,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,4,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,4,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,4,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,4,Q9,1.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,4,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,5,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,5,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,5,Q3,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_d,5,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,5,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,5,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,5,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,5,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,5,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,5,Q10,0.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_d,6,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,6,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,6,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,6,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,6,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,6,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,6,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,6,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,6,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,6,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,7,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,7,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,7,Q3,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,7,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,7,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,7,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,7,Q7,0.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,7,Q8,0.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,7,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,8,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,8,Q2,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,8,Q3,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,8,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,8,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,8,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,8,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,8,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,8,Q9,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,8,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,9,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,9,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,9,Q3,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,9,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,9,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,9,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,9,Q7,0.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,9,Q8,0.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,9,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,10,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,10,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,10,Q3,2.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_d,10,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,10,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,10,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,10,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,10,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,10,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,10,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,11,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,11,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,11,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,11,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,11,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,11,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,11,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,11,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,11,Q9,3.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,11,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,12,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,12,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,12,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,12,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,12,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,12,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,12,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,12,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,12,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,12,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,13,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,13,Q2,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,13,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,13,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,13,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,13,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,13,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,13,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,13,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,13,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,14,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,14,Q2,2.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,14,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,14,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,14,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,14,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,14,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,14,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,14,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,15,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,15,Q2,2.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,15,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,15,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,15,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,15,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,15,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,15,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,15,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,15,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,16,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,16,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,16,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,16,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,16,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,16,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,16,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,16,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,16,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,17,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,17,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,17,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,17,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,17,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,17,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,17,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,17,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,17,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,17,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,18,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,18,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,18,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,18,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,18,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,18,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,18,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,18,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,18,Q9,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,19,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,19,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,19,Q3,1.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,19,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,19,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,20,Q2,2.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,20,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,20,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,20,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q9,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,20,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,21,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,21,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,21,Q3,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,21,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,21,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,21,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,21,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,21,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,21,Q9,3.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,21,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,22,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,22,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,22,Q3,1.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_d,22,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,22,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,22,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,22,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,22,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,22,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,22,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,23,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,23,Q2,2.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,23,Q3,1.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_d,23,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,23,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,23,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,23,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,23,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,23,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,23,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,24,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,24,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,24,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,24,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,24,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,24,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,24,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,24,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,24,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,24,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,25,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,25,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,25,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,25,Q4,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q5,3.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q6,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q9,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,25,Q10,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,26,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,26,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,26,Q3,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,26,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,26,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,26,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,26,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,26,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,26,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,26,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,27,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,27,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,27,Q3,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,27,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,27,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,27,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,27,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,27,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,27,Q9,1.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,27,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,28,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,28,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,28,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,28,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,28,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,28,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,28,Q7,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,28,Q8,0.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_d,28,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_d,29,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,29,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,29,Q3,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_d,29,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_d,29,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,29,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_d,29,Q7,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,29,Q8,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,29,Q9,1.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_d,29,Q10,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_d,30,Q1,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_d,30,Q2,2.0,True,False,True,True,False,True
qwen_qwen3.6-27b,student_d,30,Q3,1.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_d,30,Q4,3.0,True,False,False,False,False,False
