Run,Total,OverallComment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q1_feedback,Q2_feedback,Q3_feedback,Q4_feedback,Q5_feedback,Q6_feedback,Q7_feedback,Q8_feedback,Q9_feedback,Q10_feedback
25,23,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, and most exercises follow the intended structure closely. The main issues are minor deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling) and a slightly off use of extract_workflow in Exercise 10. Tightening those details and ensuring pipes end where you intend (e.g., before broom::tidy) will make your code fully aligned with the rubric.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used initial_split, training, and testing with a 75% split, which is good. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe due to the pipe ending at prep().","You defined three models with the correct engines and tuned parameters, and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models, and use parsnip::tune() rather than bare tune() for clarity.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected process and would show the appropriate templates.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected workflow and output.,"You built a workflow_set with the recipe and all three models, and then unnested the info column to inspect the structure. This matches the expected process and structure of the workflow set.","You used workflow_map with appropriate arguments and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required workflow for extracting best metrics.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, which satisfies the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed the test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed; also, the specified best parameters are hard-coded rather than clearly derived from earlier tuning."
26,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, with all exercises attempted and most core steps implemented correctly. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call in Q10). Tightening those details to match the rubric instructions will bring your work fully in line with the expected process.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop, which is good. However, you did not use strata = 'Sale_Price', so the split does not fully follow the specified process.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object due to the way the pipe is written.","You defined three parsnip models with appropriate engines and tuned parameters for glmnet and ranger, and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models, but the core modeling setup is correct.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and should yield the appropriate engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected process and output structure.","You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This matches the required workflow and should produce the correct 4-column workflow set with detailed info.","You used workflow_map with appropriate arguments and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This follows the rubric’s process and yields the best rmse per workflow.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, which satisfies the required code and interpretation steps.","You extracted a best workflow id, attempted to extract and finalize the workflow, and then fit it on train and test data and computed an MSE ratio. However, extract_workflow is called with an extra argument, and the rubric expects specifically extracting 'base_forest' and using the given best parameters; your selection and extraction process deviates from that specification."
27,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps are present and correctly structured. The main issues are minor deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling) and a slightly off extract_workflow call in Q10. Tightening these details to match the rubric exactly would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used rsample::initial_split, training(), and testing() with a 0.75 prop, which is good. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy() call is outside the pipeline and will not work as written.","You correctly specified linear_reg and rand_forest models with appropriate engines and tunable parameters, and set mode = 'regression' for the forest. To be fully consistent with the rubric, also explicitly set_mode('regression') for the glmnet and base lm models.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and would display the engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected process and output structure.","You built a workflow_set with the base recipe and all three models, assigned it to all_workflows, and unnested the info column to inspect structure, which fully matches the rubric.","You used workflow_map with appropriate arguments and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row per group, as required.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it to your Exercise 8 summary, satisfying the expected process and interpretation.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed the test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed and may not match the specified 'base_forest' workflow and fixed parameters from the rubric."
28,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, with most required steps present and correctly structured. The main issues are minor deviations from the specified process (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly incorrect extract_workflow() call). Tightening these details and aligning more closely with the given patterns will make your code fully consistent with the rubric.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used rsample::initial_split(), training(), and testing(), but you omitted strata = 'Sale_Price' in initial_split. This affects the expected process and split specification.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies. However, you used step_normalize instead of separate step_center/step_scale and did not use broom::tidy() on a prepped recipe as specified.","You defined the three models with correct engines and tunable parameters and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models using parsnip::set_mode().","You correctly called parsnip::translate() on each of the three model objects, matching the expected workflow and outputs.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and expected resampling object.","You built all_workflows with workflowsets::workflow_set() using the recipe and three models, and unnested the info column with tidyr::unnest(info), correctly showing the workflow structure.","You updated all_workflows with workflow_map(), then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow as required.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, satisfying the rubric.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and computed train/test MSE and their ratio. However, extract_workflow() is misused (extra all_workflows argument), and the best-id selection logic is more complex than needed; also the specified best parameters are hard-coded rather than clearly derived from earlier tuning."
29,23,"Most exercises are completed with the correct functions and workflows, and the overall structure closely follows the solution template. The main issues are missing stratification in the data split, incomplete recipe prep/tidy usage, omission of set_mode for some models, and a small misuse of extract_workflow in Exercise 10. Addressing these details will make your code more robust and fully aligned with the intended tidymodels workflow.",3,2,2,2,3,3,3,3,3,2,Used skimr::skim(dat) directly with no extra intermediates and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transform of outcome, normalization, step_other, and dummies, but does not use step_center/step_scale explicitly and the prep/tidy step is not correctly chained (broom::tidy is called on the original recipe, not the prepped object).","All three models are specified with correct engines and tunable parameters, but set_mode('regression') is missing for the lm and glmnet models as required by the rubric.",parsnip::translate() is correctly applied to each of the three model objects to inspect their engine-specific templates.,set.seed(8740) is called and rsample::bootstraps(ames_train) is used to create the bootstrap resamples as expected.,"workflowsets::workflow_set is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly updates all_workflows with workflow_map and then selects, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by .estimate, and slices the top row per group.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student compares these results to those from Exercise 8.","Attempts to extract the best workflow, finalize with trees and min_n, and fit on train/test data, but extract_workflow is misused (extra argument) and the best model is not explicitly identified as 'base_forest' per the rubric."
30,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, and most exercises follow the intended structure. The main issues are minor deviations from the specified process (e.g., missing stratification in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call). Tightening those details will bring your work fully in line with the rubric expectations.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed, used initial_split, training, and testing with a 0.75 prop, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy(norm_recipe) call is outside the pipeline and will not work as written.","You defined three models with the correct engines and tuned parameters, and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models using parsnip::set_mode().","You correctly applied parsnip::translate() to each of the three model objects, which matches the expected process and output structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected workflow and output.,"You built a workflow_set with the base recipe and all three models, and unnested the info column to inspect the structure. This matches the expected process and structure for the workflow set.","You used workflow_map with appropriate arguments, then selected and unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This follows the required workflow and structure.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, which satisfies the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed; also, the rubric expects using the specified 'base_forest' workflow and given best parameters directly."
31,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, with all major steps present and mostly correct. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, minor recipe/translate details, and a slightly incorrect extract_workflow call). Addressing these will align your code more closely with the intended processes and rubric requirements.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the rubric, pipe dat into skim (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed and used rsample::initial_split, training(), and testing(), but you omitted strata = 'Sale_Price'. Add the strata argument so the split is stratified on Sale_Price.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies. However, you don’t use base = exp(1) explicitly, and broom::tidy() is not correctly chained to the prepped recipe (it’s called on norm_recipe instead of the prepped object).","You defined all three models with the correct engines and tunable parameters and set mode = 'regression' for the random forest. To be fully consistent, also call parsnip::set_mode('regression') on the linear_reg models.","You correctly applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and output structure.","You built all_workflows with workflowsets::workflow_set using the base recipe and three models, and unnested the info column with tidyr::unnest(info), correctly showing the workflow structure.","Your code updates all_workflows with workflow_map and then selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row, exactly as specified.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, satisfying the rubric.","You extracted a best workflow, finalized it with trees and min_n, and fit on train and test data, computing a test/train MSE ratio. However, extract_workflow is called with an extra all_workflows argument, and you did not explicitly extract the 'base_forest' workflow as specified, so tighten that step to match the expected API."
32,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, and you completed all exercises with mostly correct code and reasoning. Most deductions are for small deviations from the specified processes (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and slightly off workflow extraction syntax). Tightening those details to match the rubric instructions will make your work fully aligned with the expected solutions.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small deduction for not following the exact workflow pattern.","You set the seed and used initial_split, training, and testing with a 0.75 prop, which is good. However, you omitted strata = 'Sale_Price', so the split does not fully match the specified process.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. The main issues are using step_normalize instead of separate step_center/step_scale and placing broom::tidy(norm_recipe) after the pipeline (so it would not actually run on the prepped object).","You defined all three models with correct engines and tunable parameters and set mode = 'regression' for the random forest. Minor issues: you did not explicitly set mode for the linear models (though it defaults correctly) and used tune() without the parsnip:: prefix, which could cause ambiguity.","You correctly called parsnip::translate() on each of the three model objects, matching the expected workflow and outputs.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output structure.,"You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This aligns well with the rubric’s expectations.","You used workflow_map with appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row. This matches the required process and output intent.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, as requested.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and fit on train and test data, computing a test/train MSE ratio close to the expected behavior. However, extract_workflow was called with an extra argument, and the rubric expected specifically extracting 'base_forest' and using the given best parameters; your selection logic and extraction syntax deviate from that process."
33,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and you completed all exercises with mostly correct code. The main issues are minor deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling) and a small syntax issue in extract_workflow. Tightening these details will make your work fully aligned with the rubric and more robust for reuse.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used initial_split, training, and testing with a 0.75 prop, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it’s after the pipeline terminator), so the examination step is incomplete.","You defined all three models with the correct engines and tuned parameters, and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for the linear_reg models as well and use parsnip::tune() (with namespace) for clarity.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and would show the three engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected process and output structure.","You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This matches the required workflow and structure for the workflow set.","You updated all_workflows with workflow_map using appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required process and output.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow (though the extract_workflow call has an extra all_workflows argument), finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio close to the expected value. Fix the extract_workflow syntax and avoid redefining the recipe inconsistently to fully match the provided solution."
34,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets; most required steps and functions are present and used appropriately. The main issues are small deviations from the specified process (e.g., missing strata in the split, not using step_center/step_scale explicitly, and a slightly incorrect extract_workflow call). Tightening those details to match the rubric instructions would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop, which is good. You omitted the required strata = 'Sale_Price' argument, so the split process is not fully as specified.","You created a recipe with the correct formula, used step_log, step_normalize, step_other, and step_dummy, and prepped it. However, you did not use step_center and step_scale explicitly as requested, and broom::tidy() is not actually applied to the prepped object (it’s called on norm_recipe after the pipe ends), so the examination step is incomplete.","You defined three parsnip models with the correct engines and tunable parameters, and set_mode('regression') for the random forest. You did not explicitly call set_mode for the linear models, but regression is the default, so only a minor process deduction.","You correctly applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, matching the expected workflow and outputs.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) exactly as required, producing the correct bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set() using the recipe and three models, and then unnested the info column with tidyr::unnest(info), which matches the expected structure and process.","Your code updates all_workflows with workflow_map(), then selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row per workflow, exactly as specified.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it to your Exercise 8 summary, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and fit on train and test data, computing a test/train MSE ratio close to the expected value. However, extract_workflow is misused (extra all_workflows argument), and the rubric expected directly extracting 'base_forest' and using the given best parameters, so process fidelity is only partial."
35,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps are present and structured correctly. The main deductions are for small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering and scaling, and a slightly off extract_workflow call). Tightening those details to match the rubric exactly will bring your work to full credit in future labs.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop, which is good. However, you omitted the required strata = 'Sale_Price' argument, so the split process is not fully correct per the rubric.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, and you called prep(). However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it’s called on norm_recipe after the pipe ends), so the process does not fully match the specified workflow.","You defined three parsnip models with the correct engines and tunable parameters, and set_mode('regression') for the random forest. The only issue is that you did not explicitly set_mode('regression') for the linear models, which is recommended for full fidelity, though parsnip defaults are likely correct.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected process and would yield the appropriate templates.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required. This matches the expected process and output structure.,"You built a workflow_set with the base recipe and all three models, and then unnested the info column with tidyr::unnest(info), which aligns with the rubric’s expectations for structure and examination.","You used workflow_map() with appropriate arguments and then correctly selected, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required workflow and output structure.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the code and interpretation requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow() is called with an incorrect signature, and the rubric expected specifically extracting 'base_forest' and using the given best parameters and ratio, so process fidelity is only partial."
36,25,"Your lab shows solid understanding of tidymodels workflows, recipes, models, and workflowsets; most required steps and functions are present and used appropriately. The main deductions are for missing stratification in the split, minor recipe/prep/translate details, and a slightly incorrect use of extract_workflow and best-model selection. Tightening those pieces to match the specified arguments and processes would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the rubric, pipe dat into skim (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed and used initial_split, training, and testing with a 0.75 prop, which is good. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). However, you don’t specify base = exp(1) in step_log, and broom::tidy() is not actually applied to the prepped recipe (it’s written after the pipeline ends), so the examination step is incomplete.","You defined all three models with the correct parsnip functions, engines, and tunable parameters, and set_mode('regression') for the random forest. To fully align with the rubric, also explicitly set_mode('regression') for the linear_reg models.","You correctly applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow and output structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and object type.,"You built all_workflows with workflowsets::workflow_set using the recipe and three models, and unnested the info column with tidyr::unnest(info), which matches the rubric expectations.","Your code updates all_workflows with workflow_map and then correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row, exactly as specified.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it to your Exercise 8 results with a brief interpretation, satisfying the rubric.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow is called with an incorrect signature (you pass all_workflows as first argument instead of using the pipe with id=), and the best-id selection logic is more complex than needed; also, the rubric expects specifically extracting 'base_forest' with given parameters."
37,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with all major steps present and mostly correct. The main deductions are for small deviations from the specified process (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call). Tightening those details in future labs will align your work even more closely with the rubric requirements.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop, which is good. However, you omitted the required strata = 'Sale_Price' argument, so the split process is not fully as specified.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it’s called on norm_recipe after the pipe ends), so the process does not fully match the rubric.","You defined three models with linear_reg and rand_forest, used tune() for penalty/mixture and trees/min_n, and set the correct engines; the forest model has mode set to regression. The glmnet and base models omit an explicit set_mode('regression'), but tidymodels will infer this, so only a minor process deduction.","You correctly called parsnip::translate() on lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, matching the expected workflow and outputs.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required, producing the correct bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set() using the recipe and all three models, and then unnested the info column with tidyr::unnest(info), which matches the expected structure and process.","You updated all_workflows with workflow_map() (in earlier code) and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required workflow and output structure.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, satisfying the rubric.","You extracted a best workflow (though the extract_workflow call includes an extra all_workflows argument), finalized it with trees and min_n, updated the recipe, fit on train and test data, and computed a test/train MSE ratio close to the expected value. Minor issues in the extract_workflow syntax and not explicitly using the specified 'base_forest' id prevent full credit."
38,25.5,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with all major steps present and mostly following the intended process. The main issues are small deviations from the exact rubric requirements (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call). Tightening those details will help ensure your code matches the expected patterns more precisely in future labs.",2.5,2,2,2.5,3,3,3,3,3,2.5,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the rubric, pipe dat into skim (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed and used rsample::initial_split, training(), and testing() with prop = 0.75, which is good. However, you did not use strata = 'Sale_Price' in initial_split as required by the rubric.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it’s called on norm_recipe after the pipe ends), so adjust the piping and steps to match the specified process.","You defined three models with linear_reg and rand_forest, set engines correctly, and used tune() for penalty, mixture, trees, and min_n. You omitted an explicit set_mode('regression') for the linear models, which is recommended for full fidelity, but otherwise the setup matches the rubric.","You correctly called parsnip::translate() on each of the three model objects, which satisfies the required workflow and expected output structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output.,"You built a workflow_set with the base recipe and all three models, and then unnested the info column with tidyr::unnest(info), which matches the required structure and examination of workflows.","You updated all_workflows with workflow_map using appropriate arguments and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per group, exactly as specified.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, which aligns with the rubric.","You extracted a best workflow (though the extract_workflow call has extra arguments), finalized it with trees = 1 and min_n = 11, then fit on training and test data and computed a test/train MSE ratio close to the expected value. Clean up extract_workflow to use the id argument only to fully match the specified process."
39,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps are present and close to the solution. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling) and a slightly incorrect use of extract_workflow in Q10. Tightening these details and ensuring code chunks are internally consistent (e.g., where broom::tidy is called) will make your work fully aligned with the rubric.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split, training(), and testing() with a 0.75 prop, which is good. However, you omitted the required strata = 'Sale_Price' argument, so the split process is not fully as specified.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy() call is outside the pipeline and will not work as written.","You correctly specified linear_reg and rand_forest models with appropriate engines and tunable parameters, and set the mode for the random forest. The only minor issue is that you did not explicitly set_mode('regression') for the linear models, though regression is the default.","You correctly applied parsnip::translate() to each of the three model objects, which matches the expected workflow and will show the underlying engine-specific templates.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required. This matches the expected process and output structure.,"You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This aligns well with the rubric expectations.","You updated all_workflows with workflow_map using appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required process.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results. This satisfies the rubric for code and interpretation.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow is called with incorrect arguments, and the rubric expected specifically extracting 'base_forest' and using the given best parameters; these deviations reduce process fidelity."
