Run,Total,OverallComment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q1_feedback,Q2_feedback,Q3_feedback,Q4_feedback,Q5_feedback,Q6_feedback,Q7_feedback,Q8_feedback,Q9_feedback,Q10_feedback
32,29,"Your lab shows a strong command of tidymodels workflows, recipes, parsnip models, and workflowsets; nearly all required steps and functions are present and used correctly. The only notable omission is the use of strata = 'Sale_Price' in the initial_split, which slightly affects the train/test split criterion. Otherwise, your code structure and explanations closely follow the intended process for model tuning and comparison.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correctly used set.seed(), initial_split(), training(), and testing() with prop = 0.75, but omitted the required strata = 'Sale_Price' argument for the split.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood with step_other, and creates dummies; prep() and broom::tidy() are used appropriately.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest as required to reveal engine-specific templates.","set.seed(8740) is called and rsample::bootstraps() is applied to ames_train to create train_resamples with default settings, matching the expected bootstrap workflow.","workflowsets::workflow_set() is used to build all_workflows from the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure as specified.","After workflow_map(), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group, matching the required process.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student provides a brief comparison to Exercise 8 results.","Correctly extracts the best workflow (base_forest), finalizes it with trees = 1 and min_n = 11, fits on both training and test data, and computes the test/train OOB MSE ratio; the full expected workflow is present even though the numeric ratio differs from the solution."
33,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric, with only a minor omission of stratification in the train/test split. Overall, this is a strong and nearly complete implementation of the lab tasks.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood with step_other, creates dummies, and preps then tidies the recipe; this matches the required preprocessing steps.","All three models are specified with the correct parsnip functions, engines, modes, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger), matching the rubric.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the engine-specific templates.","set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create train_resamples, which is the expected bootstrap resampling object.","workflowsets::workflow_set() is used to create all_workflows with the recipe and three models, and tidyr::unnest(info) is used to inspect the structure; this matches the required workflow construction and examination.","After workflow_map (provided), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by .estimate descending, and slices the top row; this follows the specified tuning-summary workflow.","workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) is called as required, and the student provides a brief comparison to Exercise 8’s results.","The best workflow id is identified, base_forest is extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data; although the reported MSE ratio differs from the solution, the required functions and workflow are correctly used."
34,29,"Your lab shows a solid grasp of the tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. The only minor miss is not using stratified splitting on Sale_Price in Exercise 2. Otherwise, your code structure and explanations closely follow the intended process and are well organized.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing(), but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep() and tidy() are called appropriately, satisfying the required transformations.","All three models are specified with the correct parsnip functions, engines, modes, and tunable parameters (penalty/mixture, trees/min_n), matching the required model setup.","parsnip::translate() is applied to each of the three model objects, correctly showing the underlying templates for lm, glmnet, and ranger.","set.seed(8740) is called and rsample::bootstraps() is applied to ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflow_set() is used with the recipe and all three models, and tidyr::unnest(info) is called to inspect the structure, producing the expected workflow set.","After workflow_map(), the code correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","The best workflow is identified via rank_results, extracted, finalized with trees and min_n, and then fit on both training and test data; OOB MSEs and their ratio are computed, matching the required workflow even if the numeric ratio differs."
35,29,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets. Most exercises follow the expected processes very closely, with only a minor omission of the stratification argument in the train/test split. Keep paying attention to details like stratified splitting, but overall your code structure and use of functions are strong.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this matches the expected EDA workflow.,"Correctly used set.seed(), initial_split(), training(), and testing() with 75% split, but omitted strata = 'Sale_Price', so the split process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep() and broom::tidy() are used appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of the three model objects, correctly showing the underlying templates.","Set seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling process.","workflow_set() is used with the recipe and all three models, and tidyr::unnest(info) is called to inspect the workflow structure as required.","After workflow_map(), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices one row per workflow correctly.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Correctly extracts the best workflow (base_forest), finalizes with trees = 1 and min_n = 11, fits on train and test data, and computes the test/train MSE ratio; the full expected workflow is present even if the numeric ratio differs."
36,29,"Your lab shows a strong command of the tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. The only notable deviation from the rubric is the missing stratification by Sale_Price in the initial_split. Otherwise, your code structure and explanations are clear and aligned with the intended process.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing(), but you omitted strata = 'Sale_Price', so the split is not stratified as required.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep() and broom::tidy() are used appropriately, satisfying the required preprocessing steps.","All three models are specified correctly with linear_reg and rand_forest, appropriate engines and regression mode, and tunable penalty/mixture and trees/min_n parameters via tune::tune().","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the underlying model templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), producing the expected bootstrap resampling object.","workflow_set() is used with the base recipe and all three models, and tidyr::unnest(info) is called to inspect the workflow structure, matching the expected process.","You updated all_workflows with workflow_map() and then correctly selected, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row per group.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and you provide a brief comparison to Exercise 8 as requested.","You programmatically identified the best wflow_id, extracted the corresponding workflow, finalized it with trees and min_n, fit on train and test sets, and computed the test/train MSE ratio; this matches the required workflow even though the numeric ratio differs from the solution."
37,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Nearly all rubric criteria are met, with only a minor omission of stratification in the train/test split. Overall, this is a strong and mostly complete implementation of the lab tasks.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood with step_other, creates dummies, and preps then tidies the recipe; this matches the required preprocessing steps.","All three models are specified with the correct parsnip functions, engines, modes, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger), satisfying the modeling requirements.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the engine-specific templates.","set.seed(8740) is called and rsample::bootstraps() is applied to ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflowsets::workflow_set() is used to build all_workflows with the recipe and three models, and tidyr::unnest(info) is used to inspect the structure; this aligns with the workflowset requirements.","After workflow_map, the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row, correctly extracting best rmse per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student provides a comparison narrative, satisfying the exercise requirements.","The best workflow id is selected via rank_results, base_forest is extracted, finalized with trees = 1 and min_n = 11, then fit on both training and test data with an explicit test/train MSE ratio; the full finalize-and-compare workflow is present even though the numeric ratio differs from the solution."
38,29,"Your lab shows a strong command of the tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. The only notable miss is not stratifying the initial_split on Sale_Price. Otherwise, your code structure and explanations closely follow the intended process.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but you omitted the required strata = 'Sale_Price' argument in initial_split.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep() and broom::tidy() are used appropriately and the step order is reasonable.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of the three model objects, correctly showing the underlying templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling process.","workflow_set() is built with the base recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure as required.","After workflow_map(), you correctly select wflow_id and result, unnest result and .metrics, filter for rmse, group by wflow_id, arrange by .estimate, and slice the top row per group.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and you provide a brief comparison to Exercise 8.","You extract the best workflow (base_forest), finalize it with trees = 1 and min_n = 11, fit on both train and test sets, and compute and report the test/train MSE ratio, matching the expected workflow even though the numeric ratio differs."
39,28,"Most exercises closely follow the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is the missing stratification on Sale_Price in the train/test split and minor differences in preprocessing details and reported performance metrics. Overall, this is a strong submission with good structure and appropriate function usage throughout.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but the split is not stratified on Sale_Price as required (missing strata = 'Sale_Price').","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies, then preps and tidies; however, base for step_log is not specified as exp(1) and the rubric expected explicit step_center and step_scale rather than step_normalize.","All three parsnip models are specified correctly with appropriate engines and regression mode, and penalty/mixture and trees/min_n are set to tune(), matching the required model setup.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the underlying model templates.","set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflowsets::workflow_set() is used to create all_workflows with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure as required.","After workflow_map (provided), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by .estimate descending, and slices the top row, exactly matching the specified workflow.","workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) is called with the correct arguments and the written comparison to Exercise 8 indicates appropriate interpretation.","The best workflow (base_forest) is identified, extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data; although the reported MSE ratio differs from the solution, the required functions and workflow are correctly implemented."
40,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, tuning, and model comparison. The only notable deviation is the missing stratification on Sale_Price in the train/test split. Otherwise, the code structure and processes align well with the rubric and solution template.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but the split is not stratified on Sale_Price as required (missing strata = 'Sale_Price').","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately, satisfying the required preprocessing steps.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger), matching the expected model setup.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the underlying model templates.","set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflowsets::workflow_set() is used with the recipe and all three models, and tidyr::unnest(info) is called to inspect the structure, producing the correct workflow set layout.","After workflow_map, the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by .estimate descending, and slices the top row, exactly following the required workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student provides a brief comparison to Exercise 8, satisfying the criteria.","The best workflow (base_forest) is identified, extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data; OOB MSEs are compared, so the full selection, finalization, and comparison workflow is present even though the numeric ratio differs from the solution."
41,28,"The lab is very well done, with all exercises attempted and most matching the intended tidymodels workflow closely. Minor deviations include omitting stratification in the train/test split and using step_normalize instead of explicit centering and scaling, but these do not substantially affect correctness. Overall, your code structure, use of workflowsets, tuning, and model comparison are solid and well aligned with the rubric.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with prop = 0.75, but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies, then preps and tidies; however, it uses step_normalize instead of explicit step_center and step_scale and does not specify base = exp(1), so it only partially matches the specified process.","All three models are correctly specified with linear_reg (lm), linear_reg (glmnet) with tunable penalty and mixture, and rand_forest (ranger) with tunable trees and min_n, using set_engine and set_mode appropriately.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, correctly showing the underlying model templates.","set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflowsets::workflow_set() is used with the base recipe and three models, and tidyr::unnest(info) is called to inspect the workflow structure, satisfying the workflow creation and examination requirements.","After workflow_map (given), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row, exactly matching the required tuning-summary workflow.","workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) is called as specified and the written comparison to Exercise 8 demonstrates appropriate interpretation.","The base_forest workflow is identified via rank_results, extracted, finalized with trees = 1 and min_n = 11, and then fit on both training and test data; OOB MSEs are extracted and their ratio computed, aligning with the expected finalize-and-compare process (exact numeric ratio need not match)."
42,25,"Most exercises are completed with correct code and clear adherence to the tidymodels workflow, including recipes, models, workflowsets, tuning, and model comparison. The main shortcoming is the missing stratification in the train/test split and minor deviations from the specified preprocessing steps. Overall, this is a strong submission that demonstrates good understanding of the lab objectives; tightening alignment with the rubric details (e.g., strata argument, explicit base in log, separate centering and scaling) would make it fully exemplary.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies, and is prepped and tidied; however, it does not explicitly set base = exp(1) and uses step_normalize instead of separate step_center and step_scale as specified.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).",parsnip::translate() is correctly called on each of the three model objects to reveal engine-specific templates.,Seed is set and rsample::bootstraps() is correctly applied to ames_train and stored in train_resamples as required.,"workflowsets::workflow_set() is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest(result), unnest(.metrics), filter for rmse, group_by, arrange(desc(.estimate)), and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is identified (base_forest), extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data with an explicit test/train MSE ratio reported."
43,25,"Most exercises are completed with correct code and appropriate use of tidymodels, workflowsets, and rsample. The main deduction is for omitting stratification on Sale_Price in the train/test split and minor deviations from the specified recipe steps. Overall, the workflow construction, tuning, and model comparison steps are well implemented and clearly documented.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies, and is prepped and tidied; however, it uses step_normalize instead of explicit step_center and step_scale and omits specifying base = exp(1) for the log step.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.","parsnip::translate() is applied to each of the three model objects, correctly showing the underlying engine-specific templates.",Seed is set and rsample::bootstraps() is called on ames_train to create train_resamples as required.,"workflowsets::workflow_set() is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest(result), unnest(.metrics), filter for rmse, group_by, arrange(desc(.estimate)), and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is identified (base_forest), extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data; OOB MSE ratio is computed, satisfying the required workflow even if the numeric value differs."
44,28,"Most exercises are fully correct and follow the intended tidymodels workflow, including recipes, model specifications, workflowsets, tuning, and model comparison. The main minor issue is the missing strata argument in the train/test split and using step_normalize instead of separate centering and scaling steps. Overall, this is a strong and nearly complete solution with clear code and appropriate markdown explanations.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies, and is prepped and tidied; however, it uses step_normalize instead of separate step_center and step_scale as specified.","All three parsnip models are correctly specified with appropriate engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is correctly called on each of the three model objects to inspect engine-specific templates.,Seed is set and rsample::bootstraps() is correctly applied to ames_train to create train_resamples.,"workflow_set is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly selects and unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the markdown compares these results to Exercise 8.","Best workflow is identified (base_forest), finalized with trees = 1 and min_n = 11, and fit on both training and test data; OOB MSEs are extracted and their ratio computed as required."
45,28,"The submission is very strong and closely follows the intended tidymodels workflow across recipes, models, workflowsets, tuning, and evaluation. Most exercises fully meet the rubric; the main minor shortcoming is the missing stratification in the train/test split and not explicitly separating centering and scaling steps in the recipe. Otherwise, the code structure and explanations demonstrate solid understanding of the lab objectives.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with prop = 0.75, but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies, then preps and tidies. However, it uses step_normalize() instead of explicit step_center() and step_scale(), and does not specify base = exp(1), so it does not fully match the requested process.","All three models are correctly specified with linear_reg and rand_forest, appropriate engines (lm, glmnet, ranger), regression mode, and tunable penalty/mixture and trees/min_n parameters.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest as required, so the model templates would be shown correctly.","set.seed(8740) is called and rsample::bootstraps() is applied to ames_train to create train_resamples, matching the expected bootstrap resampling process.","workflowsets::workflow_set() is used with the recipe and all three models to create all_workflows, and tidyr::unnest(info) is used to inspect the workflow structure, matching the rubric.","After workflow_map(), the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row, exactly following the required workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student provides a comparison narrative, satisfying the exercise requirements.","The best workflow (base_forest) is identified via rank_results, extracted with extract_workflow(), finalized with trees = 1 and min_n = 11, and then fit on both training and test data; OOB MSEs are compared, so the full process is implemented even though the numeric ratio differs from the solution."
46,25,"Most exercises are fully correct and follow the intended tidymodels workflow, including recipes, model specifications, workflowsets, tuning, and model comparison. The main shortcoming is in Exercise 2, where the required stratification on Sale_Price is omitted, and Exercise 3, which deviates slightly from the specified centering/scaling steps. Otherwise, the code is clear, well-structured, and closely aligned with the solution template.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies, and is prepped and tidied; however, it does not explicitly set base = exp(1) and uses step_normalize instead of separate step_center and step_scale as specified.","All three parsnip models are correctly specified with appropriate engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.",parsnip::translate() is correctly called on each of the three model objects to reveal engine-specific templates.,Seed is set and rsample::bootstraps() is correctly applied to ames_train to create train_resamples with default settings.,"workflow_set is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the markdown compares these results to Exercise 8.","Best workflow is identified (base_forest), finalized with trees = 1 and min_n = 11, then fit on both training and test data with OOB MSEs extracted and their ratio computed; process matches the expected workflow."
47,28,"Most exercises closely follow the intended tidymodels and workflowsets processes, with correct use of recipes, parsnip models, resampling, and tuning. The main deviation is the missing stratification in the train/test split and minor differences in the recipe step specifications. Overall, this is a strong, nearly complete implementation of the lab requirements.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing strata = 'Sale_Price' argument in initial_split.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies with prep+tidy; however, it does not explicitly set base = exp(1) for step_log and uses step_normalize instead of separate step_center and step_scale as specified.","All three parsnip models are correctly specified with appropriate engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.",parsnip::translate() is correctly called on each of the three model objects to inspect engine-specific templates.,Seed is set and rsample::bootstraps() is correctly applied to ames_train to create train_resamples with default settings.,"workflow_set is correctly built with the recipe and three models, and tidyr::unnest(info) is used to examine the workflow structure.","Correctly chains select, unnest(result), unnest(.metrics), filter for rmse, group_by, arrange(desc(.estimate)), and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is identified (base_forest), extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data with OOB MSE ratio computed; process matches the expected workflow."
48,28,"The submission closely follows the intended tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. Minor deviations include omitting the stratification variable in the train/test split and small differences in recipe step details. Overall, this is a strong and nearly complete solution with clear, reproducible code.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies, and is prepped and tidied; however, it does not explicitly set base = exp(1) and uses step_normalize instead of separate center/scale steps as in the spec.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,"Seed is set and rsample::bootstraps() is called on ames_train to create train_resamples with default settings, matching the expected process.","workflowsets::workflow_set() is created with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure as specified.","Correctly updates all_workflows with workflow_map and then selects, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","Calls workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and provides a brief comparison to Exercise 8 results.","Extracts the best workflow (base_forest), finalizes it with trees and min_n, fits on both training and test data, and computes the test/train MSE ratio; overall workflow matches the expected process."
49,22,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning/metric extraction. Most exercises fully meet the rubric; the main shortcoming is the missing stratification in the train/test split and minor deviations from the specified preprocessing steps. Overall, this is a strong and mostly complete implementation of the lab tasks.",3,2,2,3,3,3,3,3,,,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but the split omits strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies, then preps and tidies; however, it uses step_normalize instead of explicit step_center and step_scale and does not specify base = exp(1), so it only partially matches the specified process.","All three models are correctly specified with linear_reg for lm and glmnet (with penalty and mixture tuned) and rand_forest for ranger (with trees and min_n tuned), using set_engine and set_mode appropriately.","parsnip::translate() is applied to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest as required, showing the underlying templates.","Correctly sets the seed and creates train_resamples with rsample::bootstraps(ames_train), producing the expected bootstrap resampling object.","workflow_set is built with the base recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure, matching the expected workflowset process.","After workflow_map, the code selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row, exactly following the required sequence.",,
